profession_code;profession_name;active;category;date_creation;date_creation_mistake;date_modify;date_modify_mistake;deleted;etks
222552;Заместитель председателя комитета (комиссии) Совета Федерации Федерального Собрания;t;1;2015-04-21;0;2015-04-21;0;f;
196485;Шлифовщик камней;t;2-4;2015-04-21;0;2015-04-21;0;f;10
139196;Машинист обойно-печатной машины;t;1-6;2015-04-21;0;2015-04-21;0;f;41
230328;Инспектор центра занятости населения;t;2;2015-04-21;0;2015-04-21;0;f;
190147;Съемщик брикетов;t;1;2015-04-21;0;2015-04-21;0;f;4
181403;Сборщик гальванических элементов и батарей;t;1-2;2015-04-21;0;2015-04-21;0;f;19
156577;Оператор лазерной голографической установки;t;4-6;2015-04-21;0;2015-04-21;0;f;22
152858;Обработчик изделий из кости и рога;t;2-5;2015-04-21;0;2015-04-21;0;f;65
154976;Оператор автоматов сборки карандашей;t;3;2015-04-21;0;2015-04-21;0;f;40
208606;Главный редактор программ;t;1;2015-04-21;0;2015-04-21;0;f;
276694;Штурман - оператор авиационной космической и радиолокационной дальней навигации;t;2;2015-04-21;0;2015-04-21;0;f;
174058;Промывщик деталей и узлов;t;1-4;2015-04-21;0;2015-04-21;0;f;20
276478;Штурман дежурный аэропорта;t;2;2015-04-21;0;2015-04-21;0;f;
207641;Главный кассир;t;1;2015-04-21;0;2015-04-21;0;f;
124260;Изготовитель сильфонных компенсаторов и шлангов;t;2-6;2015-04-21;0;2015-04-21;0;f;2
248459;Начальник (заведующий) производственной лаборатории;t;1;2015-04-21;0;2015-04-21;0;f;
212616;Дежурный по стоянке, ангару;t;3;2015-04-21;0;2015-04-21;0;f;
106075;Аппаратчик получения сырого крахмала;t;5;2015-04-21;0;2015-04-21;0;f;55
101057;Аппаратчик вакуум-сушильной установки;t;5;2015-04-21;0;2015-04-21;0;f;55
271239;Техник-энергетик;t;2;2015-04-21;0;2015-04-21;0;f;
274345;Художник-зарисовщик;t;2;2015-04-21;0;2015-04-21;0;f;
118912;Доставщик крепежных материалов в шахту;t;3;2015-04-21;0;2015-04-21;0;f;4
141675;Машинист самоходного весоповерочного вагона;t;6;2015-04-21;0;2015-04-21;0;f;56
191231;Термоотделочник швейных изделий;t;1-5;2015-04-21;0;2015-04-21;0;f;49
165504;Печатник диаграммной продукции;t;3-5;2015-04-21;0;2015-04-21;0;f;59
161537;Оператор фотонаборных автоматов;t;5-7;2015-04-21;0;2015-04-21;0;f;59
111400;Асфальтобетонщик;t;1-5;2015-04-21;0;2015-04-21;0;f;3
112653;Бригадир участка прессов-расширителей;t;;2015-04-21;0;2015-04-21;0;f;7
146185;Монтажник радиоэлектронной аппаратуры и приборов;t;1-6;2015-04-21;0;2015-04-21;0;f;21
133842;Литейщик вакуумного, центробежно- вакуумного и центробежного литья;t;2-5;2015-04-21;0;2015-04-21;0;f;2
252882;Океанолог;t;2;2015-04-21;0;2015-04-21;0;f;
138367;Машинист машин вытягивания стекла;t;3, 5 - 6;2015-04-21;0;2015-04-21;0;f;44
108677;Аппаратчик производства фенилметилуретилана;t;6;2015-04-21;0;2015-04-21;0;f;25
191941;Травильщик синтетических материалов на тканевой основе;t;3;2015-04-21;0;2015-04-21;0;f;27
117252;Горнорабочий россыпных месторождений;t;2-4;2015-04-21;0;2015-04-21;0;f;4
142362;Машинист-таблетировщик;t;3-4;2015-04-21;0;2015-04-21;0;f;31
191980;Травильщик фарфоровых и фаянсовых изделий;t;3;2015-04-21;0;2015-04-21;0;f;45
160958;Оператор трясильной машины;t;2;2015-04-21;0;2015-04-21;0;f;47
107985;Аппаратчик производства красного фосфора;t;4-5;2015-04-21;0;2015-04-21;0;f;25
154364;Оклейщик изделий из бересты;t;2;2015-04-21;0;2015-04-21;0;f;65
164376;Парикмахер;t;3-5;2015-04-21;0;2015-04-21;0;f;66
111449;Аэрографист;t;2-3;2015-04-21;0;2015-04-21;0;f;59
113976;Варщик торфомассы;t;4;2015-04-21;0;2015-04-21;0;f;4
228602;Инженер-химик;t;2;2015-04-21;0;2015-04-21;0;f;
248622;Начальник радиостанции;t;1;2015-04-21;0;2015-04-21;0;f;
128736;Комплектовщик проводов;t;2;2015-04-21;0;2015-04-21;0;f;19
242378;Младший фармацевт;t;3;2015-04-21;0;2015-04-21;0;f;
188633;Стереотипер;t;2, 4 - 6;2015-04-21;0;2015-04-21;0;f;59
119953;Заготовитель геологических образцов;t;4-5;2015-04-21;0;2015-04-21;0;f;60
141834;Машинист скрепера;t;5-6;2015-04-21;0;2015-04-21;0;f;3
146626;Монтер кабельного производства;t;3-6;2015-04-21;0;2015-04-21;0;f;19
444888;Начальник группы в службе эксплуатации исследовательского ядерного реактора (ускорителя заряженных частиц, экспериментальной установки);t;1;2015-04-21;0;2015-04-21;0;f;
134972;Мацератор;t;4-6;2015-04-21;0;2015-04-21;0;f;60
164037;Оформитель диапозитивных фильмов;t;2-4;2015-04-21;0;2015-04-21;0;f;62
182209;Сборщик пакетов конденсаторов;t;2-3;2015-04-21;0;2015-04-21;0;f;19
101201;Аппаратчик возгонки;t;3-5;2015-04-21;0;2015-04-21;0;f;24
231138;Инструктор - методист по техническим и военно-прикладным видам спорта;t;2;2015-04-21;0;2015-04-21;0;f;
152260;Обмазчик заслонов;t;2;2015-04-21;0;2015-04-21;0;f;44
333238;Лаборант порошковой металлургии;t;;2015-04-21;0;2015-04-21;0;f;73
277894;Эксперт по комплектованию музейного и выставочного фонда;t;2;2015-04-21;0;2015-04-21;0;f;
106614;Аппаратчик по химической обработке полупроводниковых материалов;t;2-4;2015-04-21;0;2015-04-21;0;f;20
224651;Инженер инженерно-авиационной службы;t;2;2015-04-21;0;2015-04-21;0;f;
248942;Начальник резерва проводников пассажирских вагонов;t;1;2015-04-21;0;2015-04-21;0;f;
148091;Наборщик облицовочных материалов для мебели;t;2-6;2015-04-21;0;2015-04-21;0;f;40
449646;Начальник спецхранилища;t;1;2015-04-21;0;2015-04-21;0;f;
159128;Оператор прачечной самообслуживания;t;4;2015-04-21;0;2015-04-21;0;f;66
147597;Моторист электроразведочной станции;t;4;2015-04-21;0;2015-04-21;0;f;5
118005;Дежурный стрелочного поста;t;1-3;2015-04-21;0;2015-04-21;0;f;56
155786;Оператор дистанционного пульта управления в водопроводно- канализационном хозяйстве;t;2-5;2015-04-21;0;2015-04-21;0;f;69
210343;Главный электрик;t;1;2015-04-21;0;2015-04-21;0;f;
177060;Раклист;t;2-6;2015-04-21;0;2015-04-21;0;f;47
336306;Машинист-водитель машины разграждения;t;;2015-04-21;0;2015-04-21;0;f;73
160002;Оператор расчесывающего оборудования;t;3-4;2015-04-21;0;2015-04-21;0;f;47
253480;Оператор при дежурном по отделению железной дороги;t;3;2015-04-21;0;2015-04-21;0;f;
183201;Сборщик электроугольного производства;t;1-3;2015-04-21;0;2015-04-21;0;f;19
361933;Оператор щита технологического контроля;t;;2015-04-21;0;2015-04-21;0;f;73
169914;Прессовщик горячего стекла;t;2-6;2015-04-21;0;2015-04-21;0;f;44
138935;Машинист мостового перегружателя;t;4-6;2015-04-21;0;2015-04-21;0;f;7
151791;Обжигальщик металлической тары;t;2-3;2015-04-21;0;2015-04-21;0;f;26
369780;Прессовщик брикетов;t;;2015-04-21;0;2015-04-21;0;f;73
230582;Инструктор водной станции;t;2;2015-04-21;0;2015-04-21;0;f;
177427;Раскройщик кожевенного сырья;t;2-5;2015-04-21;0;2015-04-21;0;f;48
251767;Нотариус;t;2;2015-04-21;0;2015-04-21;0;f;
256949;Председатель кооператива (в общественном питании и гостиничном обслуживании);t;1;2015-04-21;0;2015-04-21;0;f;
137985;Машинист красильного и вулканизационного оборудования;t;4-5;2015-04-21;0;2015-04-21;0;f;35
206136;Гидрогеолог карьера, рудника, шахты;t;2;2015-04-21;0;2015-04-21;0;f;
171295;Прессовщик фарфоровых труб;t;3-4;2015-04-21;0;2015-04-21;0;f;45
110520;Аппаратчик фенилирования;t;5;2015-04-21;0;2015-04-21;0;f;26
241055;Методист по экологическому просвещению;t;2;2015-04-21;0;2015-04-21;0;f;
235213;Консультант в Аппарате Правительства Российской Федерации;t;2;2015-04-21;0;2015-04-21;0;f;
231833;Инструктор производственного обучения рабочих массовых профессий;t;2;2015-04-21;0;2015-04-21;0;f;
107636;Аппаратчик производства гидросульфита натрия;t;5;2015-04-21;0;2015-04-21;0;f;25
240620;Менеджер (в финансово-экономических и административных подразделениях (службах));t;1;2015-04-21;0;2015-04-21;0;f;
170697;Прессовщик отжимной машины;t;2;2015-04-21;0;2015-04-21;0;f;41
138564;Машинист машины для нанесения пленкообразующей жидкости;t;5;2015-04-21;0;2015-04-21;0;f;3
142881;Машинист укладчика асфальтобетона;t;6;2015-04-21;0;2015-04-21;0;f;3
123855;Изготовитель очковых оправ;t;1-4;2015-04-21;0;2015-04-21;0;f;16
116599;Гидрогенизаторщик;t;4-6;2015-04-21;0;2015-04-21;0;f;55
159306;Оператор производства кремнеземных материалов;t;3-4;2015-04-21;0;2015-04-21;0;f;29
146378;Монтажник строительных машин и механизмов;t;2-6;2015-04-21;0;2015-04-21;0;f;3
185762;Слесарь строительный;t;2-6;2015-04-21;0;2015-04-21;0;f;3
126824;Каменщик (печник) дежурный у печей;t;4;2015-04-21;0;2015-04-21;0;f;44
110291;Аппаратчик терморелаксации пряжи;t;3;2015-04-21;0;2015-04-21;0;f;47
278219;Электромеханик линейный флота (по флоту);t;2;2015-04-21;0;2015-04-21;0;f;
189848;Сушильщик стержней, форм и формовочных материалов;t;1-3;2015-04-21;0;2015-04-21;0;f;2
248868;Начальник реактора (ускорителя, ядерно-физической установки);t;1;2015-04-21;0;2015-04-21;0;f;
204802;Врач - судебно-медицинский эксперт;t;2;2015-04-21;0;2015-04-21;0;f;
255522;Планшетист;t;3;2015-04-21;0;2015-04-21;0;f;
330545;Контролер сборки, разборки ядерных боеприпасов;t;;2015-04-21;0;2015-04-21;0;f;73
163068;Отделочник ворса;t;2-4;2015-04-21;0;2015-04-21;0;f;47
132619;Лаборант лаборатории искусственного старения стеклоизделий;t;2;2015-04-21;0;2015-04-21;0;f;1
147309;Моторист промывочного прибора по извлечению металла;t;2-5;2015-04-21;0;2015-04-21;0;f;4
176782;Разрабатывальщик сырья;t;2-3;2015-04-21;0;2015-04-21;0;f;47
122829;Известегасильщик;t;2-4;2015-04-21;0;2015-04-21;0;f;3
260338;Редактор-консультант;t;2;2015-04-21;0;2015-04-21;0;f;
172527;Приемщик драгоценных металлов и сырья;t;3-4;2015-04-21;0;2015-04-21;0;f;8
258215;Преподаватель-организатор (в системе специального образования);t;2;2015-04-21;0;2015-04-21;0;f;
162926;Отборщик геологических проб;t;4;2015-04-21;0;2015-04-21;0;f;5
150212;Намотчик изоляционных остовов вводов;t;3-6;2015-04-21;0;2015-04-21;0;f;45
332926;Лаборант определения плотности;t;;2015-04-21;0;2015-04-21;0;f;73
107848;Аппаратчик производства калиевой селитры;t;5;2015-04-21;0;2015-04-21;0;f;25
249269;Начальник службы (материально-технического снабжения);t;1;2015-04-21;0;2015-04-21;0;f;
220824;Заведующий пляжем;t;1;2015-04-21;0;2015-04-21;0;f;
306103;Аппаратчик получения фтористого аммония;t;;2015-04-21;0;2015-04-21;0;f;73
175775;Разбивщик ферросплавов;t;3;2015-04-21;0;2015-04-21;0;f;7
140988;Машинист пылевых насосов;t;IV (группа);2015-04-21;0;2015-04-21;0;f;9
127887;Клейщик миканитов;t;2-4;2015-04-21;0;2015-04-21;0;f;19
368646;Помощник машиниста реактивной установки;t;;2015-04-21;0;2015-04-21;0;f;73
241568;Механик маяка;t;2;2015-04-21;0;2015-04-21;0;f;
150299;Намотчик катушек трансформаторов;t;1-6;2015-04-21;0;2015-04-21;0;f;19
107123;Аппаратчик приготовления проявляющей пасты;t;3-4;2015-04-21;0;2015-04-21;0;f;34
260770;Репетитор по вокалу;t;2;2015-04-21;0;2015-04-21;0;f;
176029;Разводчик (распусчик) холяв;t;2-3;2015-04-21;0;2015-04-21;0;f;44
278172;Электромеханик;t;2;2015-04-21;0;2015-04-21;0;f;
112988;Буртоукладчик;t;3-4;2015-04-21;0;2015-04-21;0;f;51
138307;Машинист малярной станции передвижной;t;4;2015-04-21;0;2015-04-21;0;f;3
276506;Штурман-инспектор;t;2;2015-04-21;0;2015-04-21;0;f;
170220;Прессовщик карандашных блоков;t;5;2015-04-21;0;2015-04-21;0;f;40
332907;Лаборант неразрушающих методов контроля;t;;2015-04-21;0;2015-04-21;0;f;73
237098;Лесник (государственный инспектор по охране леса);t;2;2015-04-21;0;2015-04-21;0;f;
234066;Кодификатор;t;3;2015-04-21;0;2015-04-21;0;f;
121563;Закройщик;t;4-7;2015-04-21;0;2015-04-21;0;f;49
151592;Обжигальщик в производстве стекла;t;2-5;2015-04-21;0;2015-04-21;0;f;44
222590;Заместитель председателя совета, комиссии, комитета при Президенте Российской Федерации;t;1;2015-04-21;0;2015-04-21;0;f;
171365;Прессовщик электродной продукции;t;3-6;2015-04-21;0;2015-04-21;0;f;8
266334;Стажер-исследователь (в области биологии);t;2;2015-04-21;0;2015-04-21;0;f;
168856;Помощник машиниста электровоза;t;;2015-04-21;0;2015-04-21;0;f;56
180006;Ремонтировщик плоскостных спортивных сооружений;t;3-4;2015-04-21;0;2015-04-21;0;f;1
176956;Разрубщик аккумуляторных пластин;t;2-4;2015-04-21;0;2015-04-21;0;f;19
188031;Станочник специальных деревообрабатывающих станков;t;2-5;2015-04-21;0;2015-04-21;0;f;63
175436;Рабочий по благоустройству населенных пунктов;t;1-2;2015-04-21;0;2015-04-21;0;f;1
150277;Намотчик катушек и секций электромашин;t;1-5;2015-04-21;0;2015-04-21;0;f;19
115740;Вырубщик заготовок и изделий;t;2-5;2015-04-21;0;2015-04-21;0;f;33
192855;Укладчик продукции медицинского назначения;t;1-3;2015-04-21;0;2015-04-21;0;f;31
167482;Подручный вальцовщика стана горячего проката труб;t;2-5;2015-04-21;0;2015-04-21;0;f;7
224793;Инженер - инструктор бортовой;t;2;2015-04-21;0;2015-04-21;0;f;
100478;Аккумуляторщик;t;1-5;2015-04-21;0;2015-04-21;0;f;1
101428;Аппаратчик вулканизации;t;3;2015-04-21;0;2015-04-21;0;f;33
271722;Тренер - преподаватель по адаптивной физической культуре;t;2;2015-04-21;0;2015-04-21;0;f;
270700;Техник по техническим средствам реабилитации инвалидов;t;2;2015-04-21;0;2015-04-21;0;f;
189284;Сушильщик ванилина;t;3;2015-04-21;0;2015-04-21;0;f;30
165383;Пескослепщик;t;2-4;2015-04-21;0;2015-04-21;0;f;22
216231;Дирижер;t;2;2015-04-21;0;2015-04-21;0;f;
257585;Председатель федеральной комиссии;t;1;2015-04-21;0;2015-04-21;0;f;
206066;Гид-переводчик;t;2;2015-04-21;0;2015-04-21;0;f;
177643;Распиловщик алмазов;t;3-5;2015-04-21;0;2015-04-21;0;f;65
204499;Врач здравпункта;t;2;2015-04-21;0;2015-04-21;0;f;
162830;Отбельщик коагулята;t;4;2015-04-21;0;2015-04-21;0;f;55
147192;Моторист (машинист) рефрижераторных установок;t;;2015-04-21;0;2015-04-21;0;f;56
121101;Загрузчик древесных и костровых плит;t;3;2015-04-21;0;2015-04-21;0;f;40
230775;Инструктор клуба служебного собаководства;t;2;2015-04-21;0;2015-04-21;0;f;
204022;Ведущий инспектор в аппарате Счетной палаты Российской Федерации;t;2;2015-04-21;0;2015-04-21;0;f;
141815;Машинист скипового подъемника;t;2;2015-04-21;0;2015-04-21;0;f;7
237859;Маркшейдер;t;2;2015-04-21;0;2015-04-21;0;f;
197257;Штенгелевщик;t;2-3;2015-04-21;0;2015-04-21;0;f;44
129349;Контролер-визитажник;t;3-4;2015-04-21;0;2015-04-21;0;f;34
154683;Оператор автоматизированного лесотранспортера;t;4;2015-04-21;0;2015-04-21;0;f;39
255359;Переводчик технической литературы;t;2;2015-04-21;0;2015-04-21;0;f;
171149;Прессовщик сыра;t;3-4;2015-04-21;0;2015-04-21;0;f;52
193133;Установщик декораций;t;1-6;2015-04-21;0;2015-04-21;0;f;62
178523;Регулировщик - настройщик тренажеров;t;4-6;2015-04-21;0;2015-04-21;0;f;22
241159;Механик автомобильной колонны;t;2;2015-04-21;0;2015-04-21;0;f;
107478;Аппаратчик производства аммиачной селитры;t;5-6;2015-04-21;0;2015-04-21;0;f;25
116955;Горничная;t;1-2;2015-04-21;0;2015-04-21;0;f;1
179564;Резчик стекловолокнистых и стеклопластиковых материалов;t;2-3;2015-04-21;0;2015-04-21;0;f;29
179494;Резчик радиокерамики и ферритов;t;1-3;2015-04-21;0;2015-04-21;0;f;20
145445;Монтажник;t;2-3;2015-04-21;0;2015-04-21;0;f;31
179969;Ремонтировщик кожгалантерейных изделий;t;3-4;2015-04-21;0;2015-04-21;0;f;48
159946;Оператор распределения химических материалов;t;4;2015-04-21;0;2015-04-21;0;f;47
132784;Лаборант по выращиванию медицинских пиявок;t;2-4;2015-04-21;0;2015-04-21;0;f;31
261862;Руководитель Секретариата Конституционного Суда Российской Федерации;t;1;2015-04-21;0;2015-04-21;0;f;
450130;Начальник турбинного отделения;t;1;2015-04-21;0;2015-04-21;0;f;
114502;Водитель-испытатель боевых и специальных машин;t;;2015-04-21;0;2015-04-21;0;f;1985 г. б/н
181723;Сборщик инъекционных игл;t;1-3;2015-04-21;0;2015-04-21;0;f;16
205398;Генеральный директор акционерного общества;t;1;2015-04-21;0;2015-04-21;0;f;
176918;Разрисовщик по стеклу;t;1-4;2015-04-21;0;2015-04-21;0;f;44
245588;Начальник кассы (билетной на вокзале, главной, городской билетной);t;1;2015-04-21;0;2015-04-21;0;f;
107710;Аппаратчик производства дициандиамида;t;5;2015-04-21;0;2015-04-21;0;f;25
131480;Котлочист;t;1-6;2015-04-21;0;2015-04-21;0;f;1
212251;Дежурный по дому отдыха локомотивных (поездных) бригад;t;3;2015-04-21;0;2015-04-21;0;f;
141980;Машинист смесительных барабанов;t;2-4;2015-04-21;0;2015-04-21;0;f;4
144137;Машинист электростанции передвижной;t;4-6;2015-04-21;0;2015-04-21;0;f;3
112314;Бригадир муфтосварочного отделения;t;;2015-04-21;0;2015-04-21;0;f;7
387577;Стабилизаторщик;t;;2015-04-21;0;2015-04-21;0;f;73
198692;Электромонтер по эксплуатации электросчетчиков;t;III - IV (группы);2015-04-21;0;2015-04-21;0;f;9
104750;Аппаратчик - отливщик магнитных лент;t;2-6;2015-04-21;0;2015-04-21;0;f;34
258198;Преподаватель-организатор (в колледжах, университетах и других вузах);t;2;2015-04-21;0;2015-04-21;0;f;
164319;Парафинировщик керамических и фарфоровых изделий;t;2;2015-04-21;0;2015-04-21;0;f;45
222124;Заместитель начальника отдела в составе департамента (управления) в Аппарате Правительства Российской Федерации;t;1;2015-04-21;0;2015-04-21;0;f;
124932;Изготовитель шаблонов;t;3-6;2015-04-21;0;2015-04-21;0;f;40
166386;Плавильщик раскислителей;t;3-4;2015-04-21;0;2015-04-21;0;f;7
224897;Инженер - исследователь подводного аппарата;t;2;2015-04-21;0;2015-04-21;0;f;
140066;Машинист подборочно-швейной машины;t;3-5;2015-04-21;0;2015-04-21;0;f;59
217376;Диспетчер по центровке;t;2;2015-04-21;0;2015-04-21;0;f;
306211;Аппаратчик получения химически чистой плавиковой кислоты;t;;2015-04-21;0;2015-04-21;0;f;73
179850;Резьбофрезеровщик;t;2-4;2015-04-21;0;2015-04-21;0;f;2
266423;Стажер-исследователь (в области психологии);t;2;2015-04-21;0;2015-04-21;0;f;
267322;Старший электромеханик на плавучем кране;t;2;2015-04-21;0;2015-04-21;0;f;
373606;Прокальщик;t;;2015-04-21;0;2015-04-21;0;f;73
199731;Юстировщик деталей и приборов;t;2-7;2015-04-21;0;2015-04-21;0;f;20
132036;Кровельщик по стальным кровлям;t;2-5;2015-04-21;0;2015-04-21;0;f;3
128952;Конвертерщик;t;2-6;2015-04-21;0;2015-04-21;0;f;8
108304;Аппаратчик производства пищевых жиров;t;3-6;2015-04-21;0;2015-04-21;0;f;52
121258;Загрузчик сульфата;t;2-3;2015-04-21;0;2015-04-21;0;f;41
271205;Техник-технолог;t;2;2015-04-21;0;2015-04-21;0;f;
171276;Прессовщик труб;t;3;2015-04-21;0;2015-04-21;0;f;13
277555;Экономист по труду;t;2;2015-04-21;0;2015-04-21;0;f;
124491;Изготовитель субтитров;t;3-6;2015-04-21;0;2015-04-21;0;f;24
152576;Обработчик вентилей;t;2-3;2015-04-21;0;2015-04-21;0;f;33
261148;Руководитель Аналитического центра при Президенте Российской Федерации;t;1;2015-04-21;0;2015-04-21;0;f;
117869;Дворник;t;1;2015-04-21;0;2015-04-21;0;f;1
161217;Оператор установки минераловатных цилиндров;t;3-4;2015-04-21;0;2015-04-21;0;f;43
247386;Начальник отдела в составе управления Президента Российской Федерации;t;1;2015-04-21;0;2015-04-21;0;f;
220670;Заведующий передвижной выставкой;t;1;2015-04-21;0;2015-04-21;0;f;
108728;Аппаратчик производства фосфора;t;3;2015-04-21;0;2015-04-21;0;f;25
447443;Начальник отдела систем автоматизированного проектирования;t;1;2015-04-21;0;2015-04-21;0;f;
168490;Помощник мастера;t;4-6;2015-04-21;0;2015-04-21;0;f;47
206899;Главный гидрограф;t;1;2015-04-21;0;2015-04-21;0;f;
201931;Архивист;t;2;2015-04-21;0;2015-04-21;0;f;
270753;Техник по учету;t;2;2015-04-21;0;2015-04-21;0;f;
114220;Весовщик;t;1;2015-04-21;0;2015-04-21;0;f;1
239913;Мастер строительных и монтажных работ;t;1;2015-04-21;0;2015-04-21;0;f;
197789;Электромеханик по лифтам;t;1-6;2015-04-21;0;2015-04-21;0;f;1
267661;Судья Верховного Суда Российской Федерации;t;1;2015-04-21;0;2015-04-21;0;f;
191392;Тесчик спецсортиментов;t;4;2015-04-21;0;2015-04-21;0;f;39
146908;Монтировщик скелетов мелких животных;t;4-5;2015-04-21;0;2015-04-21;0;f;60
175366;Рабочий на геофизических работах;t;2-3;2015-04-21;0;2015-04-21;0;f;5
231250;Инструктор-парашютист;t;2;2015-04-21;0;2015-04-21;0;f;
143515;Машинист чаезавялочно-фиксационных машин;t;5;2015-04-21;0;2015-04-21;0;f;55
193665;Флюсовщик;t;2-4;2015-04-21;0;2015-04-21;0;f;14
209469;Главный специалист по сантехническому оборудованию;t;1;2015-04-21;0;2015-04-21;0;f;
130859;Контролер целлюлозно-бумажного производства;t;2-5;2015-04-21;0;2015-04-21;0;f;41
174651;Просевщик порошков на механических ситах;t;2-3;2015-04-21;0;2015-04-21;0;f;7
192554;Уборщик мусоропроводов;t;1;2015-04-21;0;2015-04-21;0;f;1
142697;Машинист трелевочной машины;t;6;2015-04-21;0;2015-04-21;0;f;39
445293;Начальник железнодорожного цеха;t;1;2015-04-21;0;2015-04-21;0;f;
106737;Аппаратчик приготовления замесов;t;3-5;2015-04-21;0;2015-04-21;0;f;26
170837;Прессовщик плиточного чая;t;3;2015-04-21;0;2015-04-21;0;f;55
172071;Приготовитель растворов и масс;t;2-3;2015-04-21;0;2015-04-21;0;f;42
100904;Аппаратчик балансовых установок;t;4;2015-04-21;0;2015-04-21;0;f;32
187490;Спекальщик;t;3-6;2015-04-21;0;2015-04-21;0;f;8
125916;Испытатель металла;t;1-2;2015-04-21;0;2015-04-21;0;f;7
144298;Меланжист;t;3-4;2015-04-21;0;2015-04-21;0;f;52
240014;Мастер учебного полигона;t;1;2015-04-21;0;2015-04-21;0;f;
199527;Эмульсировщик прецизионной фотолитографии;t;2-4;2015-04-21;0;2015-04-21;0;f;20
135674;Машинист битумировочной машины;t;2, 4;2015-04-21;0;2015-04-21;0;f;41
370275;Прессовщик керамических изделий;t;;2015-04-21;0;2015-04-21;0;f;73
155396;Оператор выпарной установки;t;3-5;2015-04-21;0;2015-04-21;0;f;30
265774;Специалист гражданской обороны;t;2;2015-04-21;0;2015-04-21;0;f;
434763;Комендант ведомственной охраны объекта;t;1;2015-04-21;0;2015-04-21;0;f;
214895;Директор по экономике;t;1;2015-04-21;0;2015-04-21;0;f;
277701;Экспедитор;t;3;2015-04-21;0;2015-04-21;0;f;
333543;Лаборант теплотехнических стендов и установок;t;;2015-04-21;0;2015-04-21;0;f;73
109595;Аппаратчик смешивания красителей;t;3-5;2015-04-21;0;2015-04-21;0;f;26
136107;Машинист вальцовых станков;t;2-4;2015-04-21;0;2015-04-21;0;f;55
130806;Контролер технологического процесса;t;4;2015-04-21;0;2015-04-21;0;f;48
136041;Машинист вакуум-формовочной машины;t;2-4;2015-04-21;0;2015-04-21;0;f;27
158209;Оператор подачи технического углерода;t;4;2015-04-21;0;2015-04-21;0;f;33
270293;Техник по добыче нефти и газа;t;2;2015-04-21;0;2015-04-21;0;f;
205862;Геодезист;t;2;2015-04-21;0;2015-04-21;0;f;
202526;Аэрохимик;t;2;2015-04-21;0;2015-04-21;0;f;
149408;Наладчик оборудования в производстве драгоценных металлов;t;4-5;2015-04-21;0;2015-04-21;0;f;8
136427;Машинист вырубально-упаковочного агрегата;t;3-5;2015-04-21;0;2015-04-21;0;f;59
191655;Токарь-револьверщик;t;2-4;2015-04-21;0;2015-04-21;0;f;2
123569;Изготовитель макетов матриц;t;5;2015-04-21;0;2015-04-21;0;f;48
199233;Электрослесарь по ремонту оборудования распределительных устройств;t;2-6;2015-04-21;0;2015-04-21;0;f;9
152186;Облицовщик музыкальных инструментов;t;2-4;2015-04-21;0;2015-04-21;0;f;63
123932;Изготовитель пластмассовой аппаратуры;t;3-5;2015-04-21;0;2015-04-21;0;f;27
209539;Главный специалист по системам создания специального климата;t;1;2015-04-21;0;2015-04-21;0;f;
130492;Контролер режимов работы технологического оборудования;t;4-6;2015-04-21;0;2015-04-21;0;f;20
235045;Конструктор одежды;t;2;2015-04-21;0;2015-04-21;0;f;
197492;Электрик судовой;t;;2015-04-21;0;2015-04-21;0;f;56
100124;Авиационный техник по горюче-смазочным материалам;t;3-5;2015-04-21;0;2015-04-21;0;f;57
198048;Электромонтажник по кабельным сетям;t;2-6;2015-04-21;0;2015-04-21;0;f;3
195285;Цементаторщик;t;3-5;2015-04-21;0;2015-04-21;0;f;8
136751;Машинист гофрировального агрегата;t;2-6;2015-04-21;0;2015-04-21;0;f;41
448874;Начальник реакторного отделения;t;1;2015-04-21;0;2015-04-21;0;f;
242132;Механик цеха;t;2;2015-04-21;0;2015-04-21;0;f;
131442;Котельщик;t;2-6;2015-04-21;0;2015-04-21;0;f;2
198122;Электромонтажник по силовым сетям и электрооборудованию;t;2-6;2015-04-21;0;2015-04-21;0;f;3
126848;Камеронщик;t;2;2015-04-21;0;2015-04-21;0;f;56
140460;Машинист поточной линии формования хлебных изделий;t;4;2015-04-21;0;2015-04-21;0;f;55
277502;Экономист по составлению расписаний движения воздушных судов;t;2;2015-04-21;0;2015-04-21;0;f;
244392;Начальник бюро (на транспорте, в связи, материально-техническом снабжении и сбыте);t;1;2015-04-21;0;2015-04-21;0;f;
309046;Аппаратчик разгонки;t;;2015-04-21;0;2015-04-21;0;f;73
189566;Сушильщик махорочной крошки;t;3;2015-04-21;0;2015-04-21;0;f;55
147217;Моторист по подаче крокусной суспензии;t;3;2015-04-21;0;2015-04-21;0;f;44
261237;Руководитель Аппарата Правительства Российской Федерации;t;1;2015-04-21;0;2015-04-21;0;f;
187838;Станочник деревообрабатывающих станков;t;1-5;2015-04-21;0;2015-04-21;0;f;40
151855;Обжигальщик прядильных деталей;t;3;2015-04-21;0;2015-04-21;0;f;28
191867;Травильщик клише;t;2, 4 - 6;2015-04-21;0;2015-04-21;0;f;59
212480;Дежурный по приему и выдаче оружия;t;3;2015-04-21;0;2015-04-21;0;f;
109256;Аппаратчик рекристаллизации;t;4;2015-04-21;0;2015-04-21;0;f;25
219704;Заведующий камерой хранения;t;1;2015-04-21;0;2015-04-21;0;f;
156825;Оператор линии протравливания семян;t;;2015-04-21;0;2015-04-21;0;f;70
