profession_code;profession_name;active;category;date_creation;date_creation_mistake;date_modify;date_modify_mistake;deleted;etks
250228;Начальник узла (радионавигации и радиолокации, связи, телефонного и др.);t;1;2015-04-21;0;2015-04-21;0;f;
154209;Огранщик вставок для ювелирных и художественных изделий;t;;2015-04-21;0;2015-04-21;0;f;61
125070;Измеритель емкостей;t;2;2015-04-21;0;2015-04-21;0;f;51
152468;Обогатитель шлифзерна и шлифпорошков;t;2-4;2015-04-21;0;2015-04-21;0;f;17
249907;Начальник сушильно-очистительной башни;t;1;2015-04-21;0;2015-04-21;0;f;
256101;Помощник (советник) судьи Конституционного Суда Российской Федерации;t;2;2015-04-21;0;2015-04-21;0;f;
116207;Газосварщик;t;1-6;2015-04-21;0;2015-04-21;0;f;2
156810;Оператор линии производства мыла;t;4;2015-04-21;0;2015-04-21;0;f;55
248177;Начальник портового надзора;t;1;2015-04-21;0;2015-04-21;0;f;
154425;Окорщик;t;3-5;2015-04-21;0;2015-04-21;0;f;39
179831;Резьбонарезчик на специальных станках;t;2-4;2015-04-21;0;2015-04-21;0;f;2
143825;Машинист шурфопроходческого агрегата;t;4;2015-04-21;0;2015-04-21;0;f;5
108713;Аппаратчик производства формованного кокса;t;4-7;2015-04-21;0;2015-04-21;0;f;7
228671;Инженер-электрорадионавигатор;t;2;2015-04-21;0;2015-04-21;0;f;
267820;Судья-секретарь Конституционного Суда Российской Федерации;t;1;2015-04-21;0;2015-04-21;0;f;
245874;Начальник конторы (в прочих отраслях);t;1;2015-04-21;0;2015-04-21;0;f;
142343;Машинист табакорезальных машин;t;4-5;2015-04-21;0;2015-04-21;0;f;55
213318;Директор Библиотеки Администрации Президента Российской Федерации;t;1;2015-04-21;0;2015-04-21;0;f;
213110;Консульский агент;t;2;2015-04-21;0;2015-04-21;0;f;
201077;Артист - вокалист музыкальной комедии и эстрады;t;2;2015-04-21;0;2015-04-21;0;f;
144156;Машинист энергоблока;t;VI - VII (группы);2015-04-21;0;2015-04-21;0;f;9
141891;Машинист слитколомателя;t;2;2015-04-21;0;2015-04-21;0;f;7
125117;Измеритель магнитных свойств;t;2-6;2015-04-21;0;2015-04-21;0;f;20
150551;Намотчик утка;t;2;2015-04-21;0;2015-04-21;0;f;47
231922;Инструктор спортивного рыболовства;t;2;2015-04-21;0;2015-04-21;0;f;
128346;Кольщик слюды;t;2-3;2015-04-21;0;2015-04-21;0;f;43
152106;Обкатчик труб;t;2-3;2015-04-21;0;2015-04-21;0;f;42
217906;Доверенный врач;t;2;2015-04-21;0;2015-04-21;0;f;
249150;Начальник скотопрогонного тракта;t;1;2015-04-21;0;2015-04-21;0;f;
167711;Подсобный рабочий;t;1-2;2015-04-21;0;2015-04-21;0;f;1
229138;Инспектор горно-технический;t;2;2015-04-21;0;2015-04-21;0;f;
100552;Ангобировщик;t;2-5;2015-04-21;0;2015-04-21;0;f;45
140480;Машинист поточно-механизированных папиросо-сигаретных линий и машин;t;2-4;2015-04-21;0;2015-04-21;0;f;55
113637;Варильщик химических составов для варки отходов;t;3;2015-04-21;0;2015-04-21;0;f;47
143416;Машинист холодильных установок;t;2-6;2015-04-21;0;2015-04-21;0;f;1
144372;Мельник минерального сырья;t;3-4;2015-04-21;0;2015-04-21;0;f;42
258287;Преподаватель-стажер (в начальной школе);t;2;2015-04-21;0;2015-04-21;0;f;
265134;Советник экономический;t;2;2015-04-21;0;2015-04-21;0;f;
158708;Оператор по подземному ремонту скважин;t;4-6;2015-04-21;0;2015-04-21;0;f;6
333030;Лаборант по инерционным испытаниям;t;;2015-04-21;0;2015-04-21;0;f;73
177770;Распиловщик необожженных кругов и брусков;t;3;2015-04-21;0;2015-04-21;0;f;17
180129;Ремонтировщик шпуль;t;2;2015-04-21;0;2015-04-21;0;f;47
112940;Бурильщик плавучего бурильного агрегата в море;t;5;2015-04-21;0;2015-04-21;0;f;6
240160;Мастер электродепо;t;1;2015-04-21;0;2015-04-21;0;f;
179102;Резчик материалов и изделий;t;1-3;2015-04-21;0;2015-04-21;0;f;48
210894;Государственный патентный эксперт-стажер;t;2;2015-04-21;0;2015-04-21;0;f;
170540;Прессовщик на гидропрессах;t;3-6;2015-04-21;0;2015-04-21;0;f;8
146429;Монтажник технологического оборудования и связанных с ним конструкций;t;2-6;2015-04-21;0;2015-04-21;0;f;3
184098;Скиповой;t;2-4;2015-04-21;0;2015-04-21;0;f;7
217287;Диспетчер порта;t;2;2015-04-21;0;2015-04-21;0;f;
134402;Магнезировщик-вакуумщик;t;2-3;2015-04-21;0;2015-04-21;0;f;20
180542;Реставратор тканей, гобеленов и ковров;t;3-6;2015-04-21;0;2015-04-21;0;f;61
191738;Торфорабочий;t;1-3;2015-04-21;0;2015-04-21;0;f;4
185601;Слесарь-сантехник;t;2-6;2015-04-21;0;2015-04-21;0;f;2
160712;Оператор - термист на передвижных термических установках;t;2-6;2015-04-21;0;2015-04-21;0;f;3
167177;Подготовитель прокатного инструмента;t;2-5;2015-04-21;0;2015-04-21;0;f;7
260889;Референт;t;2;2015-04-21;0;2015-04-21;0;f;
146058;Монтажник оборудования холодильных установок;t;2-6;2015-04-21;0;2015-04-21;0;f;3
245084;Начальник дирекции по изданию и экспедированию знаков почтовой оплаты;t;1;2015-04-21;0;2015-04-21;0;f;
103508;Аппаратчик матирования смолы;t;3;2015-04-21;0;2015-04-21;0;f;28
143372;Машинист холодильника;t;2-3;2015-04-21;0;2015-04-21;0;f;7
427740;Инженер по управлению (оператор пульта управления) критическим стендом;t;2;2015-04-21;0;2015-04-21;0;f;
215741;Директор (начальник) треста;t;1;2015-04-21;0;2015-04-21;0;f;
153418;Обработчик рыбы;t;1-5;2015-04-21;0;2015-04-21;0;f;54
133467;Лакировщик фибровых изделий;t;2;2015-04-21;0;2015-04-21;0;f;41
143115;Машинист установки самоклеющихся пленок;t;4-5;2015-04-21;0;2015-04-21;0;f;27
246994;Начальник отдела (рекламно-информационного);t;1;2015-04-21;0;2015-04-21;0;f;
197562;Электрогазосварщик;t;1-6;2015-04-21;0;2015-04-21;0;f;2
228703;Инженер электросвязи;t;2;2015-04-21;0;2015-04-21;0;f;
182302;Сборщик покрышек;t;2-6;2015-04-21;0;2015-04-21;0;f;33
192431;Тузлуковщик шкур;t;3, 5;2015-04-21;0;2015-04-21;0;f;52
157620;Оператор обдувочной установки;t;2;2015-04-21;0;2015-04-21;0;f;44
100603;Антенщик-мачтовик;t;3-6;2015-04-21;0;2015-04-21;0;f;58
270062;Техник-маркшейдер;t;2;2015-04-21;0;2015-04-21;0;f;
266387;Стажер-исследователь (в области экономики);t;2;2015-04-21;0;2015-04-21;0;f;
235251;Консультант в аппарате Счетной палаты Российской Федерации;t;2;2015-04-21;0;2015-04-21;0;f;
147883;Наборщик бумажных валов;t;3;2015-04-21;0;2015-04-21;0;f;41
249502;Начальник смены (на транспорте и в связи);t;1;2015-04-21;0;2015-04-21;0;f;
245056;Начальник дирекции международных и туристских перевозок;t;1;2015-04-21;0;2015-04-21;0;f;
230559;Инструктор взрывных работ;t;2;2015-04-21;0;2015-04-21;0;f;
260431;Редактор руководств для плавания;t;2;2015-04-21;0;2015-04-21;0;f;
100410;Агломератчик;t;3-6;2015-04-21;0;2015-04-21;0;f;4
213892;Директор ипподрома;t;1;2015-04-21;0;2015-04-21;0;f;
141232;Машинист ратинирующей машины;t;2;2015-04-21;0;2015-04-21;0;f;47
260592;Режиссер монтажа;t;2;2015-04-21;0;2015-04-21;0;f;
165542;Печатник металлографской печати;t;3-6;2015-04-21;0;2015-04-21;0;f;59
266279;Стажер-исследователь (в области метеорологии);t;2;2015-04-21;0;2015-04-21;0;f;
262418;Рыбовод;t;2;2015-04-21;0;2015-04-21;0;f;
136713;Машинист глинорезной машины;t;4;2015-04-21;0;2015-04-21;0;f;4
121417;Закальщик изделий с хохломской росписью;t;4;2015-04-21;0;2015-04-21;0;f;65
208249;Главный модельер-конструктор;t;1;2015-04-21;0;2015-04-21;0;f;
373706;Прокатчик горячего металла;t;;2015-04-21;0;2015-04-21;0;f;73
172546;Приемщик заказов;t;1-2;2015-04-21;0;2015-04-21;0;f;66
130878;Контролер цехов плавки, дробления, регенерации и рассева;t;3-5;2015-04-21;0;2015-04-21;0;f;17
119084;Дробильщик;t;2-4;2015-04-21;0;2015-04-21;0;f;24
231161;Инструктор - методист по туризму;t;2;2015-04-21;0;2015-04-21;0;f;
276105;Шеф-повар;t;1;2015-04-21;0;2015-04-21;0;f;
175116;Пультовщик электроплавильной печи;t;1-3;2015-04-21;0;2015-04-21;0;f;7
104774;Аппаратчик - отливщик пленки бутафоль;t;3, 5;2015-04-21;0;2015-04-21;0;f;34
145977;Монтажник оборудования предприятий химической и нефтяной промышленности;t;2-6;2015-04-21;0;2015-04-21;0;f;3
125871;Испытатель карборундовых стержней;t;4;2015-04-21;0;2015-04-21;0;f;7
169774;Прессовщик блоков целлулоида;t;2-4;2015-04-21;0;2015-04-21;0;f;27
190934;Телефонист;t;2-4;2015-04-21;0;2015-04-21;0;f;58
178631;Регулировщик скорости движения вагонов;t;1-3;2015-04-21;0;2015-04-21;0;f;56
182016;Сборщик - монтажник щипковых инструментов;t;1-6;2015-04-21;0;2015-04-21;0;f;63
149681;Наладчик оборудования по обработке камня;t;3-6;2015-04-21;0;2015-04-21;0;f;42
107778;Аппаратчик производства жидкого заменителя цельного молока;t;4;2015-04-21;0;2015-04-21;0;f;52
369102;Портной по пошиву мягкой тары;t;;2015-04-21;0;2015-04-21;0;f;73
164785;Пекоплавщик;t;3-4;2015-04-21;0;2015-04-21;0;f;8
230347;Инспектор школ (гимназий, лицеев);t;2;2015-04-21;0;2015-04-21;0;f;
100533;Алюминировщик электротехнических изделий;t;1-3;2015-04-21;0;2015-04-21;0;f;19
156774;Оператор линии приготовления шоколадной массы;t;4-5;2015-04-21;0;2015-04-21;0;f;55
148316;Навальщик - свальщик лесоматериалов;t;2-4;2015-04-21;0;2015-04-21;0;f;39
469885;Техник дистанции пути;t;2;2015-04-21;0;2015-04-21;0;f;
105382;Аппаратчик - поливщик магнитных лент;t;4-6;2015-04-21;0;2015-04-21;0;f;34
189424;Сушильщик заготовок и художественных изделий;t;2-3;2015-04-21;0;2015-04-21;0;f;65
263497;Секретарь (дипломатический);t;2;2015-04-21;0;2015-04-21;0;f;
210246;Главный художник;t;1;2015-04-21;0;2015-04-21;0;f;
192094;Трамбовщик изоляционного материала;t;3-4;2015-04-21;0;2015-04-21;0;f;19
151569;Обжигальщик;t;;2015-04-21;0;2015-04-21;0;f;4
332682;Лаборант испытаний электротехнических материалов;t;;2015-04-21;0;2015-04-21;0;f;73
196822;Шлюзовщик;t;2;2015-04-21;0;2015-04-21;0;f;4
129599;Контролер измерительных приборов и специального инструмента;t;2-6;2015-04-21;0;2015-04-21;0;f;2
226356;Инженер по организации обеспечения авиационной техникой;t;2;2015-04-21;0;2015-04-21;0;f;
238616;Мастер парка (понтонного, такелажного);t;1;2015-04-21;0;2015-04-21;0;f;
258643;Производитель работ (прораб) (в промышленности);t;1;2015-04-21;0;2015-04-21;0;f;
240921;Методист по дошкольному воспитанию;t;2;2015-04-21;0;2015-04-21;0;f;
165152;Перемотчик стеклоткани;t;3;2015-04-21;0;2015-04-21;0;f;29
355203;Оператор взвешивания изделий;t;;2015-04-21;0;2015-04-21;0;f;73
181189;Сборщик алмазных инструментов;t;3-5;2015-04-21;0;2015-04-21;0;f;18
136272;Машинист винтовых насосов (фуллеровщик);t;2-3;2015-04-21;0;2015-04-21;0;f;42
209967;Главный сталеплавильщик;t;1;2015-04-21;0;2015-04-21;0;f;
255166;Первый заместитель федерального министра;t;1;2015-04-21;0;2015-04-21;0;f;
200534;Агроном по семеноводству;t;2;2015-04-21;0;2015-04-21;0;f;
139336;Машинист обклеечно-каптальной машины;t;3-4;2015-04-21;0;2015-04-21;0;f;59
133683;Лентовой уборщик;t;1;2015-04-21;0;2015-04-21;0;f;4
155317;Оператор в производстве заквасок;t;5;2015-04-21;0;2015-04-21;0;f;52
248374;Начальник причала;t;1;2015-04-21;0;2015-04-21;0;f;
131137;Копировщик;t;2-3;2015-04-21;0;2015-04-21;0;f;49
100497;Алундировщик;t;2-5;2015-04-21;0;2015-04-21;0;f;20
141514;Машинист ровничной машины;t;4;2015-04-21;0;2015-04-21;0;f;41
240508;Менеджер (в строительстве);t;1;2015-04-21;0;2015-04-21;0;f;
202399;Атташе;t;2;2015-04-21;0;2015-04-21;0;f;
115948;Вязальщик польстерных щеток;t;2-3;2015-04-21;0;2015-04-21;0;f;56
219070;Заведующий аспирантурой (интернатурой, ординатурой);t;1;2015-04-21;0;2015-04-21;0;f;
244736;Начальник главного управления;t;1;2015-04-21;0;2015-04-21;0;f;
238796;Мастер по исследованию скважин;t;1;2015-04-21;0;2015-04-21;0;f;
257335;Председатель совета (научно-технического, учебно-методического, ученого (медицинского, методического), физкультурно-спортивного, экспертного);t;1;2015-04-21;0;2015-04-21;0;f;
247297;Начальник отдела в составе управления в аппарате Высшего Арбитражного Суда Российской Федерации;t;1;2015-04-21;0;2015-04-21;0;f;
161397;Оператор установок по нанесению покрытий в вакууме;t;3-6;2015-04-21;0;2015-04-21;0;f;2
118715;Дозировщик медицинских препаратов;t;1-3;2015-04-21;0;2015-04-21;0;f;31
134332;Люковой;t;5-7;2015-04-21;0;2015-04-21;0;f;7
203068;Багермейстер-наставник;t;1;2015-04-21;0;2015-04-21;0;f;
159404;Оператор профилегибочного агрегата;t;2-5;2015-04-21;0;2015-04-21;0;f;7
107759;Аппаратчик производства желтого фосфора;t;3-6;2015-04-21;0;2015-04-21;0;f;25
127199;Кассир билетный;t;2-3;2015-04-21;0;2015-04-21;0;f;1
118382;Дизелист плавучего бурильного агрегата в море;t;4;2015-04-21;0;2015-04-21;0;f;6
233330;Капитан-механик (водолазного, спасательного судна, моторного катера);t;1;2015-04-21;0;2015-04-21;0;f;
122994;Изготовитель витаминных соков;t;1-3;2015-04-21;0;2015-04-21;0;f;31
192111;Трамбовщик огнеприпасов из карборунда;t;3-4;2015-04-21;0;2015-04-21;0;f;45
141711;Машинист самоходной газорастворомешалки;t;4;2015-04-21;0;2015-04-21;0;f;42
425251;Инженер по автоматизированным системам управления технологическими процессами;t;2;2015-04-21;0;2015-04-21;0;f;
425618;Инженер по дозиметрическому контролю;t;2;2015-04-21;0;2015-04-21;0;f;
121455;Закальщик стекла;t;3-4;2015-04-21;0;2015-04-21;0;f;44
229208;Инспектор дорожный по охране окружающей среды;t;2;2015-04-21;0;2015-04-21;0;f;
125615;Иризаторщик;t;2;2015-04-21;0;2015-04-21;0;f;44
154567;Окрасчик сиропа;t;2;2015-04-21;0;2015-04-21;0;f;55
123145;Изготовитель звукопоглощающих клиньев;t;2;2015-04-21;0;2015-04-21;0;f;29
204821;Врач - судебно-психиатрический эксперт;t;2;2015-04-21;0;2015-04-21;0;f;
171721;Приготовитель композиционных блоков;t;3-5;2015-04-21;0;2015-04-21;0;f;37
238673;Мастер погрузочно-разгрузочных работ;t;1;2015-04-21;0;2015-04-21;0;f;
231744;Инструктор по труду;t;2;2015-04-21;0;2015-04-21;0;f;
193788;Формовщик анодов;t;3;2015-04-21;0;2015-04-21;0;f;20
120039;Заготовщик абразивной массы;t;2-5;2015-04-21;0;2015-04-21;0;f;17
143882;Машинист экскаватора;t;4-6;2015-04-21;0;2015-04-21;0;f;4
102577;Аппаратчик золки;t;3-6;2015-04-21;0;2015-04-21;0;f;34
119534;Жиловщик мяса и субпродуктов;t;;2015-04-21;0;2015-04-21;0;f;49
153935;Обувщик по индивидуальному пошиву обуви;t;4-6;2015-04-21;0;2015-04-21;0;f;48
168042;Полировщик игл;t;2-3;2015-04-21;0;2015-04-21;0;f;11
210714;Государственный инспектор рыбоохраны;t;1;2015-04-21;0;2015-04-21;0;f;
321620;Заливщик;t;;2015-04-21;0;2015-04-21;0;f;73
147205;Моторист механической лопаты;t;3;2015-04-21;0;2015-04-21;0;f;1
271686;Тренер - преподаватель по спорту;t;2;2015-04-21;0;2015-04-21;0;f;
309205;Аппаратчик рафинирования металлов;t;;2015-04-21;0;2015-04-21;0;f;73
177855;Расправщик основ;t;3-4;2015-04-21;0;2015-04-21;0;f;47
157921;Оператор переборщика - увлажнителя асбестоцементных изделий;t;4;2015-04-21;0;2015-04-21;0;f;42
250764;Начальник установки (буровой, газодобывающей, кислородной, обогатительной, регенерационной, углекислотной и др.);t;1;2015-04-21;0;2015-04-21;0;f;
139904;Машинист питателя;t;2-3;2015-04-21;0;2015-04-21;0;f;4
110111;Аппаратчик термической активации углей;t;3-4;2015-04-21;0;2015-04-21;0;f;30
121506;Закатчик медицинской продукции;t;1-2;2015-04-21;0;2015-04-21;0;f;31
190099;Сшивальщик металлосеток;t;3-4;2015-04-21;0;2015-04-21;0;f;15
104498;Аппаратчик осаждения;t;2-5;2015-04-21;0;2015-04-21;0;f;24
130242;Контролер полуфабрикатов и готовой продукции;t;2-5;2015-04-21;0;2015-04-21;0;f;59
156416;Оператор коробконабивочного станка;t;3-4;2015-04-21;0;2015-04-21;0;f;40
151573;Обжигальщик;t;;2015-04-21;0;2015-04-21;0;f;65
194371;Формовщик текстильных изделий;t;1-2;2015-04-21;0;2015-04-21;0;f;47
249355;Начальник службы делопроизводства в Аппарате Правительства Российской Федерации;t;1;2015-04-21;0;2015-04-21;0;f;
185673;Слесарь - сборщик летательных аппаратов;t;2-6;2015-04-21;0;2015-04-21;0;f;22
186233;Содовщик;t;2-6;2015-04-21;0;2015-04-21;0;f;41
241981;Механик рефрижераторного поезда (секции);t;2;2015-04-21;0;2015-04-21;0;f;
168428;Помощник бурильщика эксплуатационного и разведочного бурения скважин при электробурении;t;4-5;2015-04-21;0;2015-04-21;0;f;6
139849;Машинист пескоподающей установки;t;2-4;2015-04-21;0;2015-04-21;0;f;56
267134;Старший тренер сборной команды;t;1;2015-04-21;0;2015-04-21;0;f;
178612;Регулировщик радиоэлектронной аппаратуры и приборов;t;2-6;2015-04-21;0;2015-04-21;0;f;21
152612;Обработчик винного сырья;t;1-4;2015-04-21;0;2015-04-21;0;f;55
111275;Армировщик;t;3;2015-04-21;0;2015-04-21;0;f;41
130280;Контролер-приемщик;t;4;2015-04-21;0;2015-04-21;0;f;26
139567;Машинист охладителей;t;2-4;2015-04-21;0;2015-04-21;0;f;4
117799;Гуммировщик металлоизделий;t;1-6;2015-04-21;0;2015-04-21;0;f;33
333007;Лаборант по измерениям физических производственных факторов;t;;2015-04-21;0;2015-04-21;0;f;73
121608;Закройщик-резак;t;2;2015-04-21;0;2015-04-21;0;f;41
253160;Оператор-инструктор бортовой;t;2;2015-04-21;0;2015-04-21;0;f;
246805;Начальник отдела (в промышленности);t;1;2015-04-21;0;2015-04-21;0;f;
138174;Машинист ледорезной машины;t;4;2015-04-21;0;2015-04-21;0;f;3
161950;Оператор электроакустических измерений;t;3-6;2015-04-21;0;2015-04-21;0;f;21
149018;Наладчик автоматов и полуавтоматов;t;4-6;2015-04-21;0;2015-04-21;0;f;2
152913;Обработчик икры;t;2-5;2015-04-21;0;2015-04-21;0;f;54
128191;Кокономотальщик;t;4-5;2015-04-21;0;2015-04-21;0;f;47
116257;Галтовщик игольно-платинных изделий;t;1;2015-04-21;0;2015-04-21;0;f;11
128295;Колорист;t;3;2015-04-21;0;2015-04-21;0;f;41
115219;Выборщик - сортировщик огнеупорного лома;t;2-3;2015-04-21;0;2015-04-21;0;f;7
101729;Аппаратчик газогенерации;t;3-6;2015-04-21;0;2015-04-21;0;f;24
136544;Машинист газокаротажной станции;t;4;2015-04-21;0;2015-04-21;0;f;5
272246;Управляющий учебным хозяйством;t;1;2015-04-21;0;2015-04-21;0;f;
170466;Прессовщик лома и отходов металла;t;1-5;2015-04-21;0;2015-04-21;0;f;7
210945;Государственный хлебный инспектор;t;1;2015-04-21;0;2015-04-21;0;f;
153530;Обработчик сусла и соков;t;1-5;2015-04-21;0;2015-04-21;0;f;55
199036;Электросварщик листов и лент;t;2-5;2015-04-21;0;2015-04-21;0;f;7
265312;Социолог;t;2;2015-04-21;0;2015-04-21;0;f;
135528;Машинист алфавитной машины;t;2;2015-04-21;0;2015-04-21;0;f;59
276815;Штурман экипажа;t;2;2015-04-21;0;2015-04-21;0;f;
228120;Инженер по эксплуатации тренажеров;t;2;2015-04-21;0;2015-04-21;0;f;
153795;Обрубщик;t;1-4;2015-04-21;0;2015-04-21;0;f;2
162258;Оплавщик изделий;t;2;2015-04-21;0;2015-04-21;0;f;27
195800;Чистильщик по очистке пылевых камер;t;3;2015-04-21;0;2015-04-21;0;f;42
253546;Оператор при дежурном по станции;t;3;2015-04-21;0;2015-04-21;0;f;
192499;Тянульщик по выработке стеклянных труб и дрота;t;2, 4 - 6;2015-04-21;0;2015-04-21;0;f;44
120017;Заготовщик;t;2-3;2015-04-21;0;2015-04-21;0;f;20
191104;Термист проката и труб;t;2-7;2015-04-21;0;2015-04-21;0;f;7
127733;Классификаторщик слюды;t;3;2015-04-21;0;2015-04-21;0;f;43
122532;Затяжчик обуви;t;1-6;2015-04-21;0;2015-04-21;0;f;48
120575;Заготовщик слюды;t;2;2015-04-21;0;2015-04-21;0;f;4
213055;Диктор;t;2;2015-04-21;0;2015-04-21;0;f;
142822;Машинист тягового агрегата;t;;2015-04-21;0;2015-04-21;0;f;56
121987;Запайщик колб и сосудов;t;2-3;2015-04-21;0;2015-04-21;0;f;44
101146;Аппаратчик варки утфеля;t;2, 4 - 6;2015-04-21;0;2015-04-21;0;f;55
185457;Слесарь по ремонту сельскохозяйственных машин и оборудования;t;1-6;2015-04-21;0;2015-04-21;0;f;2
114061;Варщик шубного лоскута;t;3;2015-04-21;0;2015-04-21;0;f;48
144974;Модельщик по моделям из эпоксидных смол;t;1-5;2015-04-21;0;2015-04-21;0;f;2
189227;Сушильщик бумаги, картона, фибры и изделий из них;t;2-3;2015-04-21;0;2015-04-21;0;f;41
242289;Министр;t;1;2015-04-21;0;2015-04-21;0;f;
168038;Полировщик волок из алмазов и сверхтвердых материалов;t;3-6;2015-04-21;0;2015-04-21;0;f;18
204592;Врач-педиатр городской (районный);t;2;2015-04-21;0;2015-04-21;0;f;
166598;Плакировщик полимерных материалов на металл;t;5-6;2015-04-21;0;2015-04-21;0;f;7
114201;Верховой доменной печи;t;3-5;2015-04-21;0;2015-04-21;0;f;7
214077;Директор коммерческий;t;1;2015-04-21;0;2015-04-21;0;f;
164130;Охотник промысловый;t;4-5;2015-04-21;0;2015-04-21;0;f;1
204361;Воспитатель;t;2;2015-04-21;0;2015-04-21;0;f;
120414;Заготовщик микалексовой массы;t;3;2015-04-21;0;2015-04-21;0;f;43
361442;Оператор установок спецпоезда;t;;2015-04-21;0;2015-04-21;0;f;73
229960;Инспектор портового надзора;t;2;2015-04-21;0;2015-04-21;0;f;
197126;Штамповщик ножек;t;2-4;2015-04-21;0;2015-04-21;0;f;20
169721;Прессовщик агломератов;t;1-4;2015-04-21;0;2015-04-21;0;f;19
117727;Грунтовщик асбестоцементных и асбестосилитовых изделий;t;3-4;2015-04-21;0;2015-04-21;0;f;42
265948;Специалист по экономическому обеспечению сборных команд;t;2;2015-04-21;0;2015-04-21;0;f;
385750;Слесарь-склейщик;t;;2015-04-21;0;2015-04-21;0;f;73
126783;Камбузник;t;;2015-04-21;0;2015-04-21;0;f;56
219136;Заведующий аттракционным комплексом;t;1;2015-04-21;0;2015-04-21;0;f;
176462;Разметчик поката;t;1-4;2015-04-21;0;2015-04-21;0;f;7
301326;Аппаратчик в производстве металлических порошков;t;;2015-04-21;0;2015-04-21;0;f;73
148602;Наездник;t;5-6;2015-04-21;0;2015-04-21;0;f;70
249248;Начальник службы (финансово-экономической и административной);t;1;2015-04-21;0;2015-04-21;0;f;
165523;Печатник металлографских оттисков;t;3;2015-04-21;0;2015-04-21;0;f;59
204709;Врач судовой;t;2;2015-04-21;0;2015-04-21;0;f;
156914;Оператор льночесальной машины;t;2-4;2015-04-21;0;2015-04-21;0;f;47
333374;Лаборант-радиоэлектроник;t;;2015-04-21;0;2015-04-21;0;f;73
168837;Помощник машиниста цементных мельниц;t;3-4;2015-04-21;0;2015-04-21;0;f;42
248533;Начальник пункта (в промышленности);t;1;2015-04-21;0;2015-04-21;0;f;
116334;Гардеробщик;t;1;2015-04-21;0;2015-04-21;0;f;1
108802;Аппаратчик производства химических реактивов;t;2-6;2015-04-21;0;2015-04-21;0;f;24
107373;Аппаратчик производства АГ-соли;t;3, 5;2015-04-21;0;2015-04-21;0;f;25
344463;Механик-артиллерист;t;;2015-04-21;0;2015-04-21;0;f;73
151713;Обжигальщик керамических пигментов;t;3-4;2015-04-21;0;2015-04-21;0;f;26
113374;Вальцовщик по сборке и перевалке клетей;t;3-6;2015-04-21;0;2015-04-21;0;f;7
203072;Бактериолог;t;2;2015-04-21;0;2015-04-21;0;f;
333473;Лаборант-рентгенолог газодинамической лаборатории;t;;2015-04-21;0;2015-04-21;0;f;73
188652;Стерженщик машинной формовки;t;1-5;2015-04-21;0;2015-04-21;0;f;2
332564;Лаборант входного контроля;t;;2015-04-21;0;2015-04-21;0;f;73
207586;Главный инженер (в прочих отраслях);t;1;2015-04-21;0;2015-04-21;0;f;
223381;Зоотехник государственной заводской конюшни;t;2;2015-04-21;0;2015-04-21;0;f;
150369;Намотчик пряжи;t;2;2015-04-21;0;2015-04-21;0;f;47
115327;Выгрузчик блоков полимера;t;2-4;2015-04-21;0;2015-04-21;0;f;32
113247;Вальцовщик игольчатых роликов и шариков;t;4;2015-04-21;0;2015-04-21;0;f;2
101517;Аппаратчик выделения фтористого бора;t;4-5;2015-04-21;0;2015-04-21;0;f;32
212245;Дежурный по депо подвижного состава;t;2;2015-04-21;0;2015-04-21;0;f;
234598;Командир пункта (газоспасательного, горноспасательного, подземного);t;1;2015-04-21;0;2015-04-21;0;f;
106243;Аппаратчик получения экструзионных продуктов;t;;2015-04-21;0;2015-04-21;0;f;48
176271;Разливщик стали;t;2-7;2015-04-21;0;2015-04-21;0;f;7
186642;Сортировщик кости;t;3;2015-04-21;0;2015-04-21;0;f;52
229808;Инспектор по организации инкассации и перевозке ценностей;t;2;2015-04-21;0;2015-04-21;0;f;
104515;Аппаратчик осаждения глютена;t;2;2015-04-21;0;2015-04-21;0;f;55
210682;Государственный инспектор по судоходству на пограничных реках;t;1;2015-04-21;0;2015-04-21;0;f;
449421;Начальник смены исследовательского ядерного реактора (ускорителя заряженных частиц, экспериментальной установки);t;1;2015-04-21;0;2015-04-21;0;f;
198546;Электромонтер по ремонту аппаратуры, релейной защиты и автоматики;t;2-6;2015-04-21;0;2015-04-21;0;f;9
175686;Радиотехник;t;5-6;2015-04-21;0;2015-04-21;0;f;56
172508;Приемщик биологических материалов;t;3-5;2015-04-21;0;2015-04-21;0;f;60
159804;Оператор разрыхлительно-трепальной машины;t;2-4;2015-04-21;0;2015-04-21;0;f;47
449985;Начальник технического отдела автохозяйства;t;1;2015-04-21;0;2015-04-21;0;f;
365417;Пескоструйщик;t;;2015-04-21;0;2015-04-21;0;f;73
161236;Оператор установки по сушке осадка;t;2-5;2015-04-21;0;2015-04-21;0;f;69
107941;Аппаратчик производства костного клея;t;4, 6;2015-04-21;0;2015-04-21;0;f;52
126296;Каландровщик;t;2-3;2015-04-21;0;2015-04-21;0;f;19
100302;Автоматчик на узловязальных и навивочных автоматах и станках;t;1-4;2015-04-21;0;2015-04-21;0;f;15
133486;Лакировщик форм;t;2;2015-04-21;0;2015-04-21;0;f;44
192817;Укладчик пиломатериалов, деталей и изделий из древесины;t;1-4;2015-04-21;0;2015-04-21;0;f;40
251409;Начальник экспедиции (в промышленности);t;1;2015-04-21;0;2015-04-21;0;f;
